order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,customer_name,segment,age,country,city,state,postal_code,region,category,sub_category,product_name
4182,US-2017-136868,06-10-2017,12-10-2017,Standard Class,CR-12820,TEC-AC-10001539,319.96,4,0,115.1856,Cyra Reiten,Home Office,38,United States,New York City,New York,10035,East,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology
4183,US-2017-136868,06-10-2017,12-10-2017,Standard Class,CR-12820,OFF-PA-10002377,17.04,3,0,7.668,Cyra Reiten,Home Office,38,United States,New York City,New York,10035,East,Office Supplies,Paper,Xerox 1916
4184,US-2017-136868,06-10-2017,12-10-2017,Standard Class,CR-12820,OFF-ST-10000991,344.91,3,0,10.3473,Cyra Reiten,Home Office,38,United States,New York City,New York,10035,East,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.
4185,CA-2016-143749,05-12-2016,07-12-2016,First Class,AG-10300,FUR-BO-10002853,81.94,1,0,20.485,Aleksandra Gannaway,Corporate,68,United States,Los Angeles,California,90049,West,Furniture,Bookcases,OSullivan 5-Shelf Heavy-Duty Bookcases
4186,CA-2016-111493,21-10-2016,22-10-2016,First Class,CM-12160,TEC-AC-10004510,98.16,6,0,9.816,Charles McCrossin,Consumer,58,United States,Brownsville,Texas,78521,Central,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo
4187,CA-2017-112536,18-05-2017,23-05-2017,Standard Class,SG-20890,OFF-BI-10003712,6.874,7,0.8,-10.6547,Susan Gilcrest,Corporate,41,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Light Blue
4188,CA-2017-112536,18-05-2017,23-05-2017,Standard Class,SG-20890,OFF-BI-10002571,1.996,1,0.8,-3.2934,Susan Gilcrest,Corporate,41,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,Avery Framed View Binder  EZD Ring (Locking)  Navy  1 1/2
4189,CA-2017-112536,18-05-2017,23-05-2017,Standard Class,SG-20890,OFF-ST-10004835,8.928,2,0.2,0.6696,Susan Gilcrest,Corporate,41,United States,Mcallen,Texas,78501,Central,Office Supplies,Storage,Plastic Stacking Crates & Casters
4190,CA-2016-157714,26-09-2016,01-10-2016,Second Class,CS-12175,OFF-PA-10004022,9.99,1,0,4.4955,Charles Sheldon,Corporate,67,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright)
4191,CA-2017-166709,17-11-2017,22-11-2017,Standard Class,HL-15040,TEC-CO-10004722,10499.97,3,0,5039.9856,Hunter Lopez,Consumer,65,United States,Houston,Texas,77095,Central,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier
4192,CA-2015-129392,08-07-2015,08-07-2015,Same Day,DM-13015,OFF-PA-10004248,21.12,5,0.2,6.6,Darrin Martin,Consumer,53,United States,Encinitas,California,92024,West,Office Supplies,Paper,Xerox 1990
4193,CA-2015-150875,16-11-2015,20-11-2015,Standard Class,HK-14890,FUR-TA-10000577,696.42,2,0,160.1766,Heather Kirkland,Corporate,27,United States,Franklin,Tennessee,37064,South,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
4194,CA-2015-150875,16-11-2015,20-11-2015,Standard Class,HK-14890,TEC-PH-10001254,304.776,3,0.2,22.8582,Heather Kirkland,Corporate,27,United States,Franklin,Tennessee,37064,South,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset
4195,CA-2015-154200,18-06-2015,22-06-2015,Standard Class,BG-11740,OFF-AR-10001044,51.98,2,0,15.0742,Bruce Geld,Consumer,39,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,BOSTON Ranger #55 Pencil Sharpener  Black
4196,CA-2016-124233,08-04-2016,14-04-2016,Standard Class,CK-12595,FUR-FU-10002597,24.7,5,0,10.374,Clytie Kelty,Consumer,60,United States,Grove City,Ohio,43123,East,Furniture,Furnishings,C-Line Magnetic Cubicle Keepers  Clear Polypropylene
4197,US-2015-134271,18-04-2015,23-04-2015,Second Class,RF-19735,OFF-LA-10004093,21.93,3,0,10.3071,Roland Fjeld,Consumer,38,United States,Trenton,Michigan,48183,Central,Office Supplies,Labels,Avery 486
4198,US-2016-161683,03-12-2016,08-12-2016,Standard Class,CJ-12010,OFF-AP-10000179,394.816,4,0.2,93.7688,Caroline Jumper,Consumer,64,United States,Huntington Beach,California,92646,West,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room
4199,US-2016-161683,03-12-2016,08-12-2016,Standard Class,CJ-12010,OFF-BI-10001072,18.192,4,0.7,-14.5536,Caroline Jumper,Consumer,64,United States,Huntington Beach,California,92646,West,Office Supplies,Binders,GBC Clear Cover  8-1/2 x 11  unpunched  25 covers per pack
4200,CA-2015-143105,10-12-2015,10-12-2015,Same Day,MA-17560,OFF-LA-10004093,7.31,1,0,3.4357,Matt Abelman,Home Office,19,United States,Houston,Texas,77095,Central,Office Supplies,Labels,Avery 486
4201,CA-2015-143105,10-12-2015,10-12-2015,Same Day,MA-17560,TEC-CO-10002095,799.984,2,0.2,249.995,Matt Abelman,Home Office,19,United States,Houston,Texas,77095,Central,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer
4202,CA-2015-143105,10-12-2015,10-12-2015,Same Day,MA-17560,OFF-PA-10002713,41.28,6,0,18.9888,Matt Abelman,Home Office,19,United States,Houston,Texas,77095,Central,Office Supplies,Paper,Adams Phone Message Book  200 Message Capacity  8 1/16” x 11”
4203,CA-2015-143105,10-12-2015,10-12-2015,Same Day,MA-17560,OFF-PA-10002254,184.66,7,0,84.9436,Matt Abelman,Home Office,19,United States,Houston,Texas,77095,Central,Office Supplies,Paper,Xerox 1883
4204,CA-2014-145387,31-10-2014,02-11-2014,Second Class,AM-10705,OFF-AR-10001683,49.25,5,0,18.715,Anne McFarland,Consumer,28,United States,Auburn,Alabama,36830,South,Office Supplies,Art,Lumber Crayons
4205,CA-2014-145387,31-10-2014,02-11-2014,Second Class,AM-10705,OFF-PA-10002195,10.16,2,0,4.7752,Anne McFarland,Consumer,28,United States,Auburn,Alabama,36830,South,Office Supplies,Paper,RSVP Cards & Envelopes  Blank White  8-1/2 X 11  24 Cards/25 Envelopes/Set
4206,CA-2014-145387,31-10-2014,02-11-2014,Second Class,AM-10705,FUR-FU-10002364,14.76,2,0,4.2804,Anne McFarland,Consumer,28,United States,Auburn,Alabama,36830,South,Furniture,Furnishings,Eldon Expressions Wood Desk Accessories  Oak
4207,CA-2014-145387,31-10-2014,02-11-2014,Second Class,AM-10705,OFF-BI-10004001,34.08,2,0,15.6768,Anne McFarland,Consumer,28,United States,Auburn,Alabama,36830,South,Office Supplies,Binders,GBC Recycled VeloBinder Covers
4208,CA-2014-145387,31-10-2014,02-11-2014,Second Class,AM-10705,FUR-FU-10000023,17.67,3,0,7.7748,Anne McFarland,Consumer,28,United States,Auburn,Alabama,36830,South,Furniture,Furnishings,Eldon Wave Desk Accessories
4209,CA-2014-145387,31-10-2014,02-11-2014,Second Class,AM-10705,FUR-CH-10002320,1604.9,5,0,481.47,Anne McFarland,Consumer,28,United States,Auburn,Alabama,36830,South,Furniture,Chairs,Hon Pagoda Stacking Chairs
4210,CA-2014-145387,31-10-2014,02-11-2014,Second Class,AM-10705,FUR-TA-10003238,385.686,1,0.3,-60.6078,Anne McFarland,Consumer,28,United States,Auburn,Alabama,36830,South,Furniture,Tables,Chromcraft Bull-Nose Wood 48 x 96 Rectangular Conference Tables
4211,CA-2017-109715,09-12-2017,14-12-2017,Standard Class,AH-10585,OFF-PA-10004965,15.984,2,0.2,4.995,Angele Hood,Consumer,34,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,Xerox 1921
4212,CA-2014-166457,05-05-2014,09-05-2014,Second Class,PF-19120,OFF-PA-10003016,9.42,3,0,4.239,Peter Fuller,Consumer,48,United States,Gilbert,Arizona,85234,West,Office Supplies,Paper,Adams While You Were Out Message Pads
4213,CA-2014-166457,05-05-2014,09-05-2014,Second Class,PF-19120,OFF-AR-10003651,6.56,2,0,1.9024,Peter Fuller,Consumer,48,United States,Gilbert,Arizona,85234,West,Office Supplies,Art,Newell 350
4214,CA-2014-166457,05-05-2014,09-05-2014,Second Class,PF-19120,OFF-PA-10001363,24.56,2,0,11.5432,Peter Fuller,Consumer,48,United States,Gilbert,Arizona,85234,West,Office Supplies,Paper,Xerox 1933
4215,CA-2016-164637,04-03-2016,08-03-2016,Standard Class,RD-19480,OFF-BI-10003876,128.4,3,0,64.2,Rick Duston,Consumer,47,United States,Olympia,Washington,98502,West,Office Supplies,Binders,Green Canvas Binder for 8-1/2 x 14 Sheets
4216,CA-2014-103590,30-11-2014,04-12-2014,Standard Class,JL-15505,OFF-EN-10004007,62.28,4,0,29.2716,Jeremy Lonsdale,Consumer,48,United States,New York City,New York,10035,East,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes
4217,CA-2015-111234,18-02-2015,22-02-2015,Standard Class,AB-10600,OFF-LA-10002271,9.24,3,0,4.4352,Ann Blume,Corporate,34,United States,Tucson,Arizona,85705,West,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set
4218,CA-2017-149881,01-04-2017,03-04-2017,First Class,NC-18535,FUR-BO-10003894,482.664,8,0.15,85.176,Nick Crebassa,Corporate,59,United States,Dallas,Texas,75217,Central,Furniture,Bookcases,Safco Value Mate Steel Bookcase  Baked Enamel Finish on Steel  Black
4219,CA-2017-149881,01-04-2017,03-04-2017,First Class,NC-18535,TEC-MA-10000418,4799.984,2,0.2,359.9988,Nick Crebassa,Corporate,59,United States,Dallas,Texas,75217,Central,Technology,Machines,Cubify CubeX 3D Printer Double Head Print
4220,CA-2017-134565,11-06-2017,13-06-2017,Second Class,TB-21400,OFF-PA-10004243,37.94,2,0,18.2112,Tom Boeckenhauer,Consumer,37,United States,Seattle,Washington,98105,West,Office Supplies,Paper,Xerox 1939
4221,CA-2017-134565,11-06-2017,13-06-2017,Second Class,TB-21400,OFF-BI-10001759,18.288,6,0.2,6.6294,Tom Boeckenhauer,Consumer,37,United States,Seattle,Washington,98105,West,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Dark Blue
4222,CA-2017-134565,11-06-2017,13-06-2017,Second Class,TB-21400,TEC-MA-10001570,385.8,5,0.2,130.2075,Tom Boeckenhauer,Consumer,37,United States,Seattle,Washington,98105,West,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone
4223,CA-2017-134565,11-06-2017,13-06-2017,Second Class,TB-21400,OFF-ST-10004804,102.96,2,0,1.0296,Tom Boeckenhauer,Consumer,37,United States,Seattle,Washington,98105,West,Office Supplies,Storage,Belkin 19 Vented Equipment Shelf  Black
4224,CA-2017-134565,11-06-2017,13-06-2017,Second Class,TB-21400,FUR-BO-10001519,174.42,3,0,41.8608,Tom Boeckenhauer,Consumer,37,United States,Seattle,Washington,98105,West,Furniture,Bookcases,OSullivan 3-Shelf Heavy-Duty Bookcases
4225,CA-2016-108644,30-09-2016,03-10-2016,First Class,SJ-20215,OFF-BI-10000343,1.964,2,0.8,-3.2406,Sarah Jordon,Consumer,50,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Binders,Pressboard Covers with Storage Hooks  9 1/2 x 11  Light Blue
4226,US-2014-102631,13-12-2014,17-12-2014,Standard Class,EB-13840,FUR-FU-10003930,94.428,3,0.6,-42.4926,Ellis Ballard,Corporate,25,United States,Seattle,Washington,98105,West,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock
4227,CA-2017-120327,11-11-2017,16-11-2017,Standard Class,WB-21850,OFF-FA-10004854,45.92,4,0,21.5824,William Brown,Consumer,38,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,Vinyl Coated Wire Paper Clips in Organizer Box  800/Box
4228,CA-2015-154970,05-01-2015,10-01-2015,Standard Class,SR-20740,FUR-CH-10003396,61.584,1,0.2,-6.9282,Steven Roelle,Home Office,19,United States,New York City,New York,10024,East,Furniture,Chairs,Global Deluxe Steno Chair
4229,CA-2016-113803,24-03-2016,26-03-2016,First Class,VG-21805,OFF-PA-10001994,22.48,1,0,10.3408,Vivek Grady,Corporate,54,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Paper,Ink Jet Note and Greeting Cards  8-1/2 x 5-1/2 Card Size
4230,CA-2017-100223,05-07-2017,10-07-2017,Standard Class,LS-16945,FUR-FU-10003601,332.028,9,0.6,-348.6294,Linda Southworth,Corporate,21,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting
4231,CA-2017-100223,05-07-2017,10-07-2017,Standard Class,LS-16945,OFF-BI-10003429,11.394,9,0.8,-17.6607,Linda Southworth,Corporate,21,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,Cardinal HOLDit! Binder Insert Strips Extra Strips
4232,CA-2017-100223,05-07-2017,10-07-2017,Standard Class,LS-16945,OFF-PA-10000232,15.552,3,0.2,5.6376,Linda Southworth,Corporate,21,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,Xerox 1975
4233,CA-2017-100223,05-07-2017,10-07-2017,Standard Class,LS-16945,OFF-PA-10002195,31.104,6,0.2,11.2752,Linda Southworth,Corporate,21,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,RSVP Cards & Envelopes  Blank White  8-1/2 X 11  24 Cards/25 Envelopes/Set
4234,CA-2017-100223,05-07-2017,10-07-2017,Standard Class,LS-16945,OFF-BI-10004492,6.316,1,0.8,-10.4214,Linda Southworth,Corporate,21,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,Tuf-Vin Binders
4235,CA-2014-168823,21-09-2014,24-09-2014,First Class,MA-17560,OFF-PA-10004000,11.352,3,0.2,4.1151,Matt Abelman,Home Office,19,United States,Houston,Texas,77095,Central,Office Supplies,Paper,While You Were Out Pads  50 per Pad  4 x 5 1/4  Green Cycle
4236,CA-2014-168823,21-09-2014,24-09-2014,First Class,MA-17560,OFF-LA-10004425,20.808,9,0.2,7.0227,Matt Abelman,Home Office,19,United States,Houston,Texas,77095,Central,Office Supplies,Labels,Staple-on labels
4237,CA-2016-162404,23-07-2016,27-07-2016,Standard Class,NF-18475,OFF-BI-10000948,11.416,4,0.8,-18.8364,Neil Franzosisch,Home Office,55,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,GBC Laser Imprintable Binding System Covers  Desert Sand
4238,CA-2017-104024,29-08-2017,03-09-2017,Second Class,MD-17860,OFF-AR-10001972,9.408,7,0.2,0.7056,Michael Dominguez,Corporate,21,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Art,Newell 323
4239,CA-2017-147144,26-03-2017,28-03-2017,First Class,MZ-17335,OFF-AR-10004587,19.83,1,0,5.949,Maria Zettner,Home Office,29,United States,San Diego,California,92024,West,Office Supplies,Art,Boston 1827 Commercial Additional Cutter  Drive Gear & Gear Rack for 1606
4240,CA-2017-158673,29-12-2017,04-01-2018,Standard Class,KB-16600,OFF-PA-10000994,209.7,2,0,100.656,Ken Brennan,Corporate,29,United States,Houston,Texas,77041,Central,Office Supplies,Paper,Xerox 1915
4241,CA-2014-133704,20-09-2014,26-09-2014,Standard Class,MA-17995,OFF-AP-10001366,43.92,4,0,11.8584,Michelle Arnett,Home Office,33,United States,Watertown,New York,13601,East,Office Supplies,Appliances,Staple holder
4242,CA-2014-133704,20-09-2014,26-09-2014,Standard Class,MA-17995,OFF-BI-10001636,20.232,3,0.2,6.5754,Michelle Arnett,Home Office,33,United States,Watertown,New York,13601,East,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs
4243,CA-2016-159142,04-04-2016,05-04-2016,First Class,ME-17320,TEC-PH-10001448,149.97,3,0,5.9988,Maria Etezadi,Home Office,48,United States,Columbus,Georgia,31907,South,Technology,Phones,Anker Astro 15000mAh USB Portable Charger
4244,CA-2016-159142,04-04-2016,05-04-2016,First Class,ME-17320,OFF-PA-10001776,27.81,3,0,13.0707,Maria Etezadi,Home Office,48,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  600 Sets per Book
4245,CA-2014-138436,26-03-2014,30-03-2014,Standard Class,JD-15895,TEC-AC-10002323,66.3,3,0,8.619,Jonathan Doherty,Corporate,57,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
4246,CA-2017-117702,28-11-2017,04-12-2017,Standard Class,LS-16975,OFF-AR-10004582,1.64,1,0,0.738,Lindsay Shagiari,Home Office,66,United States,Los Angeles,California,90004,West,Office Supplies,Art,BIC Brite Liner Grip Highlighters
4247,CA-2017-117702,28-11-2017,04-12-2017,Standard Class,LS-16975,FUR-FU-10000576,1049.2,5,0,272.792,Lindsay Shagiari,Home Office,66,United States,Los Angeles,California,90004,West,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
4248,CA-2017-117702,28-11-2017,04-12-2017,Standard Class,LS-16975,FUR-FU-10004270,20.9,5,0,7.524,Lindsay Shagiari,Home Office,66,United States,Los Angeles,California,90004,West,Furniture,Furnishings,Eldon Image Series Desk Accessories  Burgundy
4249,CA-2016-157336,01-12-2016,05-12-2016,Second Class,SJ-20500,OFF-BI-10004236,88.08,6,0,40.5168,Shirley Jackson,Consumer,69,United States,Houston,Texas,77036,Central,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binder  White  3
4250,CA-2016-157336,01-12-2016,05-12-2016,Second Class,SJ-20500,FUR-CH-10004997,751.92,4,0,150.384,Shirley Jackson,Consumer,69,United States,Houston,Texas,77036,Central,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs
4251,CA-2014-168130,19-09-2014,19-09-2014,Same Day,BS-11365,FUR-CH-10000988,887.103,7,0.1,177.4206,Bill Shonely,Corporate,34,United States,New York City,New York,10011,East,Furniture,Chairs,Hon Olson Stacker Stools
4252,CA-2015-155068,23-10-2015,23-10-2015,Same Day,RA-19285,TEC-PH-10004897,55.944,7,0.2,-13.2867,Ralph Arnett,Consumer,45,United States,New York City,New York,10035,East,Technology,Phones,Mediabridge Sport Armband iPhone 5s
4253,CA-2015-155068,23-10-2015,23-10-2015,Same Day,RA-19285,OFF-AR-10002656,10.688,2,0.2,2.2712,Ralph Arnett,Consumer,45,United States,New York City,New York,10035,East,Office Supplies,Art,Sanford Liquid Accent Highlighters
4254,CA-2015-155068,23-10-2015,23-10-2015,Same Day,RA-19285,TEC-PH-10004924,11.824,2,0.2,1.0346,Ralph Arnett,Consumer,45,United States,New York City,New York,10035,East,Technology,Phones,SKILCRAFT Telephone Shoulder Rest  2 x 6.5 x 2.5  Black
4255,CA-2017-163160,13-10-2017,16-10-2017,First Class,TS-21610,OFF-PA-10003127,63.312,3,0.2,20.5764,Troy Staebel,Consumer,33,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,Easy-staple paper
4256,CA-2017-163160,13-10-2017,16-10-2017,First Class,TS-21610,OFF-BI-10000778,96.784,4,0.8,-145.176,Troy Staebel,Consumer,33,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine
4257,CA-2017-163160,13-10-2017,16-10-2017,First Class,TS-21610,FUR-FU-10001424,10.476,3,0.6,-6.8094,Troy Staebel,Consumer,33,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,Dax Clear Box Frame
4258,CA-2015-101924,04-09-2015,09-09-2015,Standard Class,KB-16585,OFF-BI-10000962,9.762,2,0.7,-6.8334,Ken Black,Corporate,67,United States,Fremont,Nebraska,68025,Central,Office Supplies,Binders,Acco Flexible ACCOHIDE Square Ring Data Binder  Dark Blue  11 1/2 X 14 7/8
4259,CA-2016-124793,14-03-2016,16-03-2016,First Class,MM-18280,FUR-CH-10002880,196.784,2,0.2,-22.1382,Muhammed MacIntyre,Corporate,59,United States,Quincy,Illinois,62301,Central,Furniture,Chairs,Global High-Back Leather Tilter  Burgundy
4260,CA-2017-118367,28-10-2017,02-11-2017,Second Class,LO-17170,OFF-EN-10004386,47.98,2,0,23.99,Lori Olson,Corporate,29,United States,La Quinta,California,92253,West,Office Supplies,Envelopes,Recycled Interoffice Envelopes with String and Button Closure  10 x 13
4261,CA-2017-164819,15-10-2017,19-10-2017,Second Class,RS-19420,OFF-LA-10001045,13.05,5,0,6.003,Ricardo Sperren,Corporate,44,United States,Seattle,Washington,98115,West,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
4262,CA-2017-158344,07-08-2017,11-08-2017,Standard Class,CC-12475,TEC-AC-10002006,63.96,4,0,19.8276,Cindy Chapman,Consumer,48,United States,New York City,New York,10024,East,Technology,Accessories,Memorex Micro Travel Drive 16 GB
4263,CA-2017-123351,21-09-2017,25-09-2017,Standard Class,KT-16480,OFF-AP-10001242,80.48,1,0,24.144,Kean Thornton,Consumer,51,United States,Buffalo,New York,14215,East,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector
4264,CA-2017-110429,03-11-2017,08-11-2017,Standard Class,DM-13015,OFF-BI-10000216,11.673,3,0.7,-7.782,Darrin Martin,Consumer,53,United States,Encinitas,California,92024,West,Office Supplies,Binders,Mead 1st Gear 2 Zipper Binder  Asst. Colors
